Categorie,Naam,Beschrijving
Fietstassen,LifeGoods Enkele Fietstas - 25L - Schoudertas en Rugtas - Waterdicht - Schouderbanden - Geschikt voor Elektrische Fietsen - Olijfgroen,"Fietstas en schoudertas, de LifeGoods Fietstas is het alletwee! Met de bijgeleverde opzetstukken past de fietstas op elke bagagedrager. Of het nu gewone fietsen of e-bikes zijn. Met een inhoud van 25L is de tas perfect om lunch mee te nemen op lange fietstochten. Door het draaggewicht van 10 kg kan je er makkelijk al je werkspullen in kwijt. De tas is 100% waterproof en houdt je spullen droog als het regent. Met de 2-in-1 LifeGoods Fietstas heb je altijd de perfecte tas bij de hand.    Jouw voordelen  Fietstas en schoudertas Verschillende bagagedragers Reflecterende bedrukkingen 10 kg draaggewicht Waterdicht met PX5 25L   Fietstas en schoudertas Ontspannen fietsen en lekker genieten van de landschappen? Stop je lunch en water in de LifeGoods Fietstas en je fietstocht kan beginnen. Daarnaast is de fietstas ook te gebruiken als schoudertas. Perfect om mee naar werk te nemen! Gearriveerd op werk? Haal de schouderband uit de tas en je kan je kan de tas aan je schouder meenemen.   Fietsen en e-bikes De LifeGoods Fietstas heeft verschillende opzetstukken. Zo past hij op elke bagagedrager, of het nu gewone fietsen of e-bikes zijn! Voor grote bagagedragers (15 mm doorsnee) heb je geen opzetstuk nodig. Gebruik het blauwe opzetstuk voor middelgrote bagagedragers (doorsnee van 11 mm). Het grijze opzetstuk werkt goed voor kleine bagagedragers (doorsnee van 8 mm).   25L en 10 kg draaggewicht Houd je van langere fietstochten? Of moet je wat extra documenten meenemen naar werk? Dan passen je spullen gewoon in de LifeGoods Fietstas. De tas heeft een ruime inhoud van 25L. Daarnaast heeft de tas een draaggewicht van 10 kg.   100% waterproof Met de LifeGoods Fietstas kan je er zeker van zijn dat je spullen droog blijven. De fietstas heeft een IPX5-rating. Dit betekent dat zelfs in een regenbui je spullen niet nat worden. Ook heeft de fietstas een reflecterend logo. Je bent dus altijd zichtbaar, ook op regenachtige dagen of in het donker.   Milieuvriendelijk TPU materiaal De LifeGoods Fietstassen zijn gemaakt van TPU materiaal. TPU is een combinatie van hard plastic en siliconen materiaal. Dit is een milieuvriendelijk alternatief op bijvoorbeeld PVC, wat normaal gebruikt wordt bij het produceren van fietstassen. Tevens biedt TPU betere materiaaleigenschappen zoals duurzaamheid, elasticiteit en vormvastheid   Verpakkingsinhoud  Fietstas (1x) Toolset (1x) Handleiding (1x)  Oveige specificaties  Reflecterende bedrukkingen IP-certificering: IPX5 Aantal vakken: 3 Sluiting hoofdvak: rolsluiting Aantal zijvakken:1  Goed om te weten  Geschikt voor type fiets: elektrische fiets, stadsfiets"
Fietstassen,Basil City Dubbele fietstas - Camel Bruin - 32 Liter,"De Basil City dubbele fietstas past bij het uptempo van de city: werk, vrienden, uitgaan, naar de markt of het doen van boodschappen. De fietstas is compact, niet te groot maar toch ruim genoeg met een inhoud van 28 liter. Heb je net iets meer spullen bij je, dan vergroot je inhoud naar 32 liter. De vouwsluiting met klittenband kun je namelijk in hoogte instellen. Ook voorkomt de vouwsluiting inregenen.     De tas in de kleur camel bruin is verder gemaakt van waterafstotend polyester. Aan veiligheid is ook gedacht, de tas is namelijk voorzien van reflectie op alle zijden en een bevestigingsmogelijkheid voor LED-verlichting. Heb je veel en zwaardere spullen in je tas? Dan kun je de tas combineren met de Basil Afstandhouder (apart verkrijgbaar). Deze houder voorkomt dat de tas in de spaken van je fiets komt.      Je bevestigt de Basil City dubbele fietstas eenvoudig op je bagagedrager met het Universal Bridge systeem. Dankzij het Universal Bridge systeem kun je kiezen uit hoe je de tas wilt bevestigen. Het bevestigen kan met de voorgemonteerde riempjes. Of in combinatie met het Basil DBS systeem (afneembare bagagedragerplaten) of een adapterplaat zoals MIK. Beide systemen dien je apart aan te schaffen.     Eigenschappen:    	Compacte en toch ruime dubbele fietstas met een inhoud van 28-32 liter.  	Met het Universal Bridge systeem bevestig je de fietstas gemakkelijk op je bagagedrager.   	Alle zijden van de tas zijn voorzien van reflectie. Dat maakt je beter zichtbaar."
Fietstassen,Dutch Mountains Dubbele Fietstas 46 Ltr | 100% Waterdichte Fietstas | Rolltop sluiting | Reflectoren | Blauw,"✓ Sterk. ✓ Sportief design. ✓ Volledig waterdicht. ✓ Supereenvoudig in gebruik. De nieuwe Dutch Mountains Dubbele Fietstas combineert maximale duurzaamheid met een lekker sportief design én alledaags gebruiksgemak. Gebruik hem eenvoudig op een reguliere fiets, een elektrische fiets of een sportfiets; ook in de meest uitdagende (weers-)omstandigheden geeft deze beresterke fietstas van hoogwaardig tarpaulin geen krimp.  SPECIFICATIES EN EIGENSCHAPPEN ✓ Geschikt voor reguliere fietsen, elektrische fietsen en sportfietsen!✓ Bedoelt voor semi-permanente bevestiging op de fiets.✓ Onverwoestbaar: gemaakt van oersterk aan elkaar geseald tarpaulin (niet gestikt!)!✓ 100 procent waterdicht.✓ Gemakkelijk te reinigen met water en een sopje, zowel van binnen als buiten.✓ Roll-top (rol hem dicht en sluit perfect met de verstelbare klittenbandsluiting).✓ Groot ritsvak aan de beide zijkanten (tijdschrift of tablet past) ✓ Kan ook helemaal open worden gebruikt en is dan 10 cm hoger! (zie foto’s) ✓ Handgrepen: ook erg comfortabel mee te dragen in de hand door 2 handvatten . ✓ Carbonlook: lekker sportief! ✓ Voorzien van meerdere reflectiepunten✓ Van het Nederlandse merk Dutch Mountains✓ Afmeting: 36 (+14) x 37 x 16 cm (enkele tas). Gewicht: 2,08 kg. Inhoud 46 liter. ✓ Garantie: twee jaar.  PAST DEZE FIETSTAS OP MIJN FIETS? HOE BEVESTIG IK DEZE TAS? Het maakt niet uit of je een reguliere fiets, elektrische fiets of sportfiets hebt. Zolang je fiets een bagagedrager heeft dan is deze tas te bevestigen. Voor de beste bevestiging mag de bagagedrager niet breder zijn 14 cm. Ook geschikt om nog een kinderzitje op te plaatsen bij de meeste fietsen. De tas plaats je op je bagagedrager met vier klittenbandlussen. Onderaan de beide tas zitten nog twee extra vergrendelpunten die je aan de bagagedragerstang kunt vastmaken voor extra zekerheid.  WAAROM HIJ ZO STERK IS? MATERIAAL EN PRODUCTIEPROCES!Wie de Dutch Mountains fietstas voor het eerst uit de verpakking haalt valt gelijk op hoe sterk deze tas is. Hij is gemaakt van hoogwaardig dik tarpaulin. Het materiaal waar vrachtwagenzijl van gemaakt wordt. Ook het productieproces voldoet aan de hoogste normen. Deze tas is (in tegenstelling tot vele concurrenten) niet aan elkaar gestikt, maar volledig heat-sealed. Deze verbinding is beresterk én 100% waterdicht. De schouderbanden zijn met dubbele stiksels aan de tas bevestigd. Onverwoestbaar…  GEURLOOS EN HOUDT OOK GEEN GEUREN VAST! Een ander groot voordeel van het materiaal (tarpaulin) is dat dit materiaal geurloos is en ook geen geuren vasthoudt. Boodschappenluchtjes blijven dus niet in de tas hangen."
Fietstassen,Basil City Dubbele fietstas - Grijs Melee - 32 Liter,"De Basil City dubbele fietstas past bij het uptempo van de city: werk, vrienden, uitgaan, naar de markt of het doen van boodschappen. De fietstas is compact, niet te groot maar toch ruim genoeg met een inhoud van 28 liter. Heb je net iets meer spullen bij je, dan vergroot je inhoud naar 32 liter. De vouwsluiting met klittenband kun je namelijk in hoogte instellen. Ook voorkomt de vouwsluiting inregenen.     De tas in de kleur grijs is verder gemaakt van waterafstotend polyester. Aan veiligheid is ook gedacht, de tas is namelijk voorzien van reflectie op alle zijden en een bevestigingsmogelijkheid voor LED-verlichting. Heb je veel en zwaardere spullen in je tas? Dan kun je de tas combineren met de Basil Afstandhouder (apart verkrijgbaar). Deze houder voorkomt dat de tas in de spaken van je fiets komt.      Je bevestigt de Basil City dubbele fietstas eenvoudig op je bagagedrager met het Universal Bridge systeem. Dankzij het Universal Bridge systeem kun je kiezen uit hoe je de tas wilt bevestigen. Het bevestigen kan met de voorgemonteerde riempjes. Of in combinatie met het Basil DBS systeem (afneembare bagagedragerplaten) of een adapterplaat zoals MIK. Beide systemen dien je apart aan te schaffen.     Eigenschappen:    	Compacte en toch ruime dubbele fietstas met een inhoud van 28-32 liter.  	Met het Universal Bridge systeem bevestig je de fietstas gemakkelijk op je bagagedrager.   	Alle zijden van de tas zijn voorzien van reflectie. Dat maakt je beter zichtbaar."
Fietstassen,Basil City fietsshopper - Enkele Fietstas - 16 liter - zwart,"De Basil City Shopper: de ideale fietsshopper die past bij het uptempo van de city. Werk, vrienden, uitgaan, naar de markt of juist even helemaal zen na een uurtje yoga. Deze zwarte shopper is niet te zwaar, niet te groot en toch ruim (maar liefst 14 tot 16 liter) en sterk genoeg om flink wat spulletjes of boodschappen in mee te nemen. De tas heeft een waterkerende vouwsluiting met magneet en voorkomt daarmee inregenen. Deze zwarte tas bevestig je makkelijk aan de bagagedrager van je fiets of hang je gewoon nonchalant over je schouder met de afneembare schouderband. Dankzij de vegan leder handgrepen draag je de tas comfortabel. De tas heeft een binnenvak met rits en een bevestigingsmogelijkheid voor LED-verlichting.     Eigenschappen:    	Je draagt de City shopper aan de vegan leder handgrepen of met de afneembare schouderband.   	Met het Hook-On systeem bevestig je de shopper snel achterop jouw fiets.  	Dankzij de reflectie op alle zijden ben je beter zichtbaar in het donker."
Fietstassen,Basil City Fietsshopper - Enkele fietstas - Camel Bruin - 16 Liter,"De Basil City shopper past bij het uptempo van de city: werk, vrienden, uitgaan, naar de markt of juist even helemaal zen na een uurtje yoga. De shopper is niet te zwaar, niet te groot en toch ruim met een inhoud van 14 tot 16 liter. De tas is ook sterk genoeg om flink wat spulletjes of boodschappen mee te nemen. De waterkerende vouwsluiting met magneet voorkomt inregenen. De tas heeft een afneembare schouderband.     De grijze tas bevestig je makkelijk aan je bagagedrager met het Hook-On systeem of hang je gewoon nonchalant over je schouder met de afneembare schouderband. De fietsshopper is zo ontworpen dat je de haken netjes kan verstoppen achter een rits. Niemand die meer ziet dat jouw schoudertas ook als fietstas wordt gebruikt. Daarnaast draag je de tas in camel kleur comfortabel met de vegan leder handgrepen. Aan veiligheid is ook gedacht, de tas is namelijk voorzien van reflectie op alle zijden en een bevestigingsmogelijkheid voor LED-verlichting. In de binnenvak met rits berg je de kleinere en meest waardevolle spullen op.     Eigenschappen:    	Shopper en fietstas in één. Draag de fietsshopper over je schouder, in je hand of aan de bagagedrager van je fiets.   	Met het Hook-On systeem bevestig je de shopper snel achterop jouw fiets.  	Alle zijden van de tas zijn voorzien van reflectie. Dat maakt je beter zichtbaar."
Fietstassen,New Looxs Tendo Nomi Enkele Fietstas Laptoptas Shopper - 15 inch laptopvak - 21 liter - Zwart,"Laptoptas – Schoudertas – enkele fietstas    Wil jij jouw laptop veilig meenemen op de fiets? De Tendo heeft een speciaal laptopvak en heeft daarnaast ruimte genoeg om veel extra spullen mee te nemen. Waterdicht dankzij de regenhoes.    Hoofdvak met laptopvakDe Tendo is de trendy schoudertas uit de Nomi serie van New Looxs. Deze tas heeft een ruim hoofdvak dat afsluitbaar is door middel van een rits. Binnenin vind je een gewatteerd laptopvak zodat je een 15” laptop goed beschermd mee kunt nemen aan de fiets. Dit laptopvak is 39 x 30 cm. Daarnaast heeft de tas binnenin nog een extra vak met rits  en een insteekvak waar een A4 schrijfblok in pas. De twee kleine insteekvakjes zijn handig voor bijvoorbeeld een telefoon. Voorop de tas zit ook nog een voorvak met rits, jij neemt dus al jouw spullen goed georganiseerd mee op de fiets.   WaterdichtAls je veel fietst wil je natuurlijk dat jouw spullen droog op de plaats van bestemming ankomen. Dat is geen probleem, want de tas wordt geleverd inclusief een regenhoes. Deze trek je eenvoudig over de tas als het nodig is. De regenhoes is opvallend oranje gekleurd en heeft reflectie zodat je goed opvalt.   VeiligDe tas is afgewerkt met reflectie voor extra veiligheid in het donker. De schouderband is verstelbaar en afneembaar. Zo voorkom je dat de schouderband tussen de spaken kan komen.   BevestigingDe fietstas wordt aan de bagagedrager bevestigd met New Looxs kunststof haken. Dat maakt deze tas geschikt voor vrijwel alle fietsen, ook elektrische. Je kunt de tas extra vastzetten met het klittenbandje tussen de haken. Als je de tas van de fiets haalt, dek je de haken af met een ritsvakje. Hierdoor heb je geen last meer van de haken en ziet de tas er uit als een gewone schoudertas! Dat maakt de Tendo de ideale fietstas voor woon-werk verkeer!    De Tendo fietstas is leverbaar in 3 modieuze kleuren in de Nomi stippenprint: Nomi zwart, Nomi Groen en Nomi rood.    Pluspunten:  Gemaakt van waterafstotend polyesterRuim hoofdvakGewatteerd laptopvak voor een 15”laptopInterieur voorzien van een ritsvak en 3 insteekvakkenRuim voorvak met ritssluitingAfneembare en verstelbare schouderbandWordt geleverd inclusief regenhoesVeilige reflectieNew Looxs haken afdekbaar door ritsvakArtikelnummer: 357.181"
Fietstassen,Ekostar® Enkele Fietstas - Rolltop - 19 Liter - E-Bikes - Zwart,"De POPULAIRE Ekostar® fiets- en schoudertas in één kan niet ontbreken op jouw bagagedrager. De enkele fietstas heeft een waterdichte rolltop, een stijlvol design en een variabele inhoud van 16 - 25 liter. Na je fietsrit haal je de fietstas dankzij het snel-kliksysteem in een handomdraai van je bagagedrager af. De enkele fietstas kun je vervolgens eenvoudig omtoveren tot een schoudertas dankzij de verstelbare schouderband. Ideaal toch? 
 PLUSPUNTEN:+ Lichte Fiets- en Schoudertas in één+ Waterdichte rolltopsluiting houdt je spullen DROOG+ Snel (ont)koppelen door het degelijke kliksysteem+ Past op bijna elke bagagedrager, ook van alle typen elektrische fietsen+ Veiligheid in het donker door de grote reflectoren aan voor- en achterkant+ Nooit meer met je hak tegen de fietstas door smalle breedte van 34 cm+ Opklapbare, verharde bodemplaat voor extra stevigheid+ 100% KLANT TEVREDENHEID! 
 FIETS- EN SCHOUDERTAS IN ÉÉN - de enkele Ekostar® fietstas is ontworpen om jou ultiem gebruiksgemak te bieden en heeft dan ook een uniek design. Deze kan namelijk niet alleen als fietstas worden gebruikt, maar ook als stijlvolle schoudertas. Na je fietsrit kun je de meegeleverde schouderband eenvoudig aan de tas klikken, zo neem je de tas gemakkelijk mee naar de supermarkt of naar je werk. De schouderband is verstelbaar, afneembaar en kan worden opgeborgen in de tas. 
   
 EENVOUDIG (ONT)KOPPELEN - je kent het wel: je hebt je verslapen en bent met haast en een koffie in de hand op de fiets gestapt. Wanneer je dan op je werk aankomt wil je natuurlijk geen tijd verliezen met het ontkoppelen van je fietstas. De Ekostar® enkele fietstas is daarom voorzien van een praktisch snelkliksysteem waarmee je de fietstas met één hand in één seconde kunt loskoppelen. Zo kun je meteen weer door! 
 ERGONOMISCH DESIGN - een regenbui is onvermijdbaar in Nederland of België, de fietstas is daarom waterafstotend en voorzien van een volledig waterdichte rolltopsluiting. De enkele fietstas is universeel en past dan ook op elke bagagedrager, ook op die van jou dus! De fietstas heeft bovendien een stijlvol design en is een mooie accessoire voor iedere fiets. Dankzij de reflectoren aan beide zijden zorgt de fietstas bovendien ook voor extra veiligheid in het donker. 
 ROLLTOP - wanneer de enkele fietstas gesloten is met de rolltopsluiting heeft deze een inhoud van 19 liter, ideaal voor je werkspullen, boodschappen of je schoolspullen. Je kunt de tas bovendien ook open gebruiken, handig wanneer je bijvoorbeeld een grote bos bloemen moet vervoeren. Fietstas even niet nodig? Geen probleem, je kunt de verharde bodem gemakkelijk inklappen en zo de fietstas platduwen. 
 Op zoek naar een praktische fietstas? Dan is de Ekostar® fiets- en schoudertas in één de juiste keuze voor jou! 
 VERGEET NIET:+ 100% KLANTGARANTIE+ 30 DAGEN BEDENKTIJD  + GRATIS RETOURNEREN+ NIET GOED? GELD TERUG! DUS BESTEL NU SNEL ONZE HOGE KWALITEIT ENKELE FIETSTAS EN GENIET VAN HET GEBRUIKSGEMAK! 
 Wat krijg ik? 
 1x Ekostar® enkele fietstas 
 1x schouderband"
Fietstassen,Borsa Fietstas Set met haak 6L inhoud per tas zwart reflective (12 L set),"Mooi afgewerkte Zijtas voor voor- en achterdragers op de fiets. Uitzonderlijk mooie kwaliteit. Beschermt uw goederen tegen slecht weer. Voorzien van handvat, met rits afsluitbaar voorvak en handige zijvakjes. Inclusief schouderriem. Bevestiging door middel van instelbare Variohaken. Inhoud set: 14 liter , inhoud per tas afzonderlijk 7 liter Afmeting per tas: 30 x 24 x 12 cm Gewicht set: 1200 gram"
Fietstassen,"New Looxs Camella Nova Enkele Fietstas Shopper - Afneembaar - 24,5 liter - Zwart","Veel ruimte voor boodschappen met deze extra grote shopper fietstas. 
 Groot hoofdvakDoordat de fietstas een extra ruim hoofdvak heeft kun je veel meenemen. De Camella is de grootste enkele tas van New Looxs en daardoor zeer geschikt voor boodschappen! De tas heeft voorop een extra ritsvak voor bijvoorbeeld de portemonnee en aan de zijkant van de tas vind je nog 2 insteekvakken. Je sluit het hoofdvak met een ritssluiting. 
 PraktischDe fietstas wordt aan de bagagedrager bevestigd met New Looxs kunststof haken. Dat maakt deze tas geschikt voor vrijwel alle fietsen, ook elektrische. Je kunt de tas extra vastzetten met het klittenbandje tussen de haken. Als je de tas van de fiets haalt, dek je de haken af met een ritsvakje. Hierdoor heb je geen last meer van de haken en ziet de tas er uit als een gewone shoppertas! 
 Je kunt de tas ook met klittenband op de voordrager bevestigen. 
 StevigDe tas is stevig en vormvast door de foam versteviging aan de zijkanten van de tas. De tas blijft daardoor goed in vorm en zo kun je makkelijk je spullen in de tas stoppen. 
 WaterafstotendDe Camella is gemaakt van waterdicht polyester. De fietstas heeft een rits bovenop en daardoor is de tas niet 100% waterdicht. Een kleine regenbui gaat wel, maar wil je ook de zwaardere regenbuien doorstaan? Dan raden wij aan om een New Looxs regenhoes voor enkele fietstassen erbij te kopen. Daarmee maak je iedere fietstas waterdicht. 
 De tas is beschikbaar in de zwart en grijs. 
 
 Pluspunten: 

Boodschappentas gemaakt van waterdicht polyester.
Geschikt voor elektrische fietsen.
Sluiting d.m.v. ritssluiting.
Hoofdvak met extra voorvak en twee zijvakken
Fietshaken in ritsvak.
Door middel van klittenband ook te bevestigen op voordrager
Reflectie aan 2 zijden."
Fietstassen,LifeGoods Enkele Fietstas - 25L - Schoudertas en Rugtas - Waterdicht - Schouderbanden - Geschikt voor Elektrische Fietsen - Grijs,"Fietstas en schoudertas, de LifeGoods Fietstas is het alletwee! Met de bijgeleverde opzetstukken past de fietstas op elke bagagedrager. Of het nu gewone fietsen of e-bikes zijn. Met een inhoud van 25L is de tas perfect om lunch mee te nemen op lange fietstochten. Door het draaggewicht van 10 kg kan je er makkelijk al je werkspullen in kwijt. De tas is 100% waterproof en houdt je spullen droog als het regent. Met de 2-in-1 LifeGoods Fietstas heb je altijd de perfecte tas bij de hand.    Jouw voordelen  Fietstas en schoudertas Verschillende bagagedragers Reflecterende bedrukkingen 10 kg draaggewicht Waterdicht met PX5 25L   Fietstas en schoudertas Ontspannen fietsen en lekker genieten van de landschappen? Stop je lunch en water in de LifeGoods Fietstas en je fietstocht kan beginnen. Daarnaast is de fietstas ook te gebruiken als schoudertas. Perfect om mee naar werk te nemen! Gearriveerd op werk? Haal de schouderband uit de tas en je kan je kan de tas aan je schouder meenemen.   Fietsen en e-bikes De LifeGoods Fietstas heeft verschillende opzetstukken. Zo past hij op elke bagagedrager, of het nu gewone fietsen of e-bikes zijn! Voor grote bagagedragers (15 mm doorsnee) heb je geen opzetstuk nodig. Gebruik het blauwe opzetstuk voor middelgrote bagagedragers (doorsnee van 11 mm). Het grijze opzetstuk werkt goed voor kleine bagagedragers (doorsnee van 8 mm).   25L en 10 kg draaggewicht Houd je van langere fietstochten? Of moet je wat extra documenten meenemen naar werk? Dan passen je spullen gewoon in de LifeGoods Fietstas. De tas heeft een ruime inhoud van 25L. Daarnaast heeft de tas een draaggewicht van 10 kg.   100% waterproof Met de LifeGoods Fietstas kan je er zeker van zijn dat je spullen droog blijven. De fietstas heeft een IPX5-rating. Dit betekent dat zelfs in een regenbui je spullen niet nat worden. Ook heeft de fietstas een reflecterend logo. Je bent dus altijd zichtbaar, ook op regenachtige dagen of in het donker.   Milieuvriendelijk TPU materiaal De LifeGoods Fietstassen zijn gemaakt van TPU materiaal. TPU is een combinatie van hard plastic en siliconen materiaal. Dit is een milieuvriendelijk alternatief op bijvoorbeeld PVC, wat normaal gebruikt wordt bij het produceren van fietstassen. Tevens biedt TPU betere materiaaleigenschappen zoals duurzaamheid, elasticiteit en vormvastheid   Verpakkingsinhoud  Fietstas (1x) Toolset (1x) Handleiding (1x)  Oveige specificaties  Reflecterende bedrukkingen IP-certificering: IPX5 Aantal vakken: 3 Sluiting hoofdvak: rolsluiting Aantal zijvakken:1  Goed om te weten  Geschikt voor type fiets: elektrische fiets, stadsfiets"
Fietstassen,Zadeltas Racefiets - Zadeltas Mountainbike - Mtb - Koersfiets - Fietstassen - Waterdicht - Wielrennen tas - Zwart,"Stevige en Luxe Professionele Waterbestendige Fiets Zadeltas  Handige Fiets Zadeltas voor Racefiets, Koersfiets, Fiets, Mountainbike, MTB fietsen of voor tijdens Wielrennen.   Ben je gek op fietsen ? Gun jezelf dan deze handige Professionele Waterbestendige Fiets Zadeltas!  Professionele Waterbestendige Zadeltas  Zoek je een stevige zadeltasje waarin je je belangrijke spullen netjes en overzichtelijk kan opbergen, dan is deze pro zadeltas voor uw racefiets, toerfiets of mountainbike een uitstekende keuze.Met deze fiets zadeltas heb je altijd al je belangrijke spullen binnen handbereik. Denk hierbij aan bijvoorbeeld fiets gereedschap om eventuele snelle fiets reparaties uit te voeren, maar ook om zaken in op te bergen zoals geld, pasjes, etc.Je hoeft je geen zorgen te maken alshet begint te regenen. Want deze zadeltas is gemaakt van waterbestendig materiaal. Je spullen zullen dus gewoon droog altijd blijven.   De voordelen van deze Waterbestendige Zadeltas op een rijtje:    Luxe Pro uitvoering voor extra gebruiks comfort. Geschikt voor: Racefiets, Toerfiets, Mountainbike, MTB en fietsen. Gemaakt van waterbestendig materiaal zodat je spullen altijd droog blijven. Eenvoudig onder het zadel te bevestigen en te verwijderen. De zadeltas biedt diverse opbergmogelijkheden. Voorzien van een stevige tweeweg ritssluiting. Dit Zadeltasje is volledig te openen zodat je makkelijk bij al je spullen kan. Voorzien van reflecterende elementen voor een betere zichtbaarheid. Lichtgewicht. Universeel voor vrijwel alle fietsen. Makkelijk in gebruik. Goede kwaliteit: gaat lang mee Kleur: Blauw    Afmetingen Zadeltas: 22 x 9 x 12 Cm. ( Lengte x Breedte x Hoogte )  De Ideale zadeltas voor tijdens al uw fietstochten  Deze Pro zadeltas is de ideale zadeltas om mee te nemen tijdens al je fietstochten. Naast de waterafstotende eigenschappen en de handige opbergmogelijkheden, kun je deze zadeltas makkelijk onder je fiets zadel bevestigen en als je op de plaats van bestemming bent makkelijk meenemen.  Zadeltas te bevestigen in een handomdraai  De zadeltas is aan weerszijden voorzien van 2 handige klittenband sluitingen. Deze sluitingen kunnen op een eenvoudige wijze onderaan ieder zadel bevestigd worden. Daarnaast heeft deze zadeltas een handige plastic band, waarmee de zadeltas aan het fietsframe bevestigd kan worden. Je kunt deze zadeltas dus ook erg makkelijk overzetten op een andere fiets.  Compact opbergen van uw Fiets benodigdheden  Deze Pro zadeltas is ideaal voor het opbergen van b.v. reperatie sleutels, banden plakspullen of fietsgereedschap. Erg handig dus als je onderweg te maken krijgt met een lekke band.  Geschikt voor: Racefiets, Toerfiets, Mountainbike, MTB en fietsen.  De zadeltas is universeel te gebruiken voor vrijwel alle fietsen. Zoals Racefiets, Toerfiets, Mountainbike, Mtb etc.   Afgebeelde decoraties zijn bij de levering niet inbegrepen.Decopatent® is een beschermd handelsmerk.   Wij van Decopatent® bieden een 100% tevredenheidsgarantie. Wij bieden professionele klantenservice Voor en Na uw aankoop. Wacht niet langer en bestel vandaag nog."
Fietstassen,Fietstas stuur - Stuurtas Fiets afneembaar - Waterdicht - Handtas - Schoudertas - 4 Liter,"Deze veelzijdige fietstas voor aan het stuur van de fiets is de ideale metgezel voor elke fietsrit. Met een inhoud van ca. 4 liter biedt het hoofdvak voldoende ruimte voor persoonlijke spullen zoals een portemonnee, telefoon en sleutels. Het hoofdvak van de stuurtas heeft een grote klep en een waterdichte ritssluiting, waardoor de inhoud droog blijft tijdens regenachtige ritten.  Handige opbergmogelijkheden  De fietstas heeft ook een documentvak met rits aan de binnenzijde voor het opbergen van belangrijke papieren, zoals een paspoort of kaarten. Aan beide zijden van de tas bevindt zich een mesh vak voor het opbergen van een drinkfles, waardoor je altijd snel bij je drinken kunt. Daarnaast heeft de tas een voorvak met een blinde ritssluiting voor het opbergen van kleine items zoals sleutels en snacks.  Afneembaar en gemakkelijk te dragen  De stuurtas is afneembaar en kan gemakkelijk worden omgebouwd tot een handtas of schoudertas. Dit maakt het ideaal voor het gebruik buiten het fietsen, bijvoorbeeld tijdens een wandeling. De stuurtas kan gemakkelijk worden bevestigd en verwijderd dankzij de handige klittenbandriempjes.  Duurzaam en waterdicht materiaal  De stuurtas is gemaakt van duurzaam en waterdicht materiaal, waardoor het bestand is tegen regenachtig weer en intensief gebruik. De tas is ontworpen om lang mee te gaan en biedt uitstekende bescherming voor je spullen tijdens het fietsen.  Conclusie  Kortom, de afneembare stuurtas is een veelzijdige en duurzame fietstas die perfect is voor elke fietser. Met zijn handige opbergmogelijkheden, afneembare ontwerp en waterdichte materiaal, is deze fietstas de ideale metgezel voor zowel korte als lange fietsritten.  Maten en specificaties  Materiaal: geweven polyester stof Water- en vuilafstotend Hoofdvak:Binnenmaat 24 x 19 x 9 (h x b x d) Inhoud ca. 4 literSluiting door grote klep aan bovenzijde met waterdichte rits Documentvak aan binnenzijde:ca. 15 x 13 cm (h x b)Ritssluiting Voorvak:ca. 14,5 x 18 cm (h x b)‘Blinde’ ritssluiting Meshvak aan beide zijdenGeschikt voor drinkflesjes van ca. 0,5 liter Bevestiging d.m.v. 3 riempjes met gesp en klittenband Handvat aan bovenzijde Wordt geleverd met losse schouderband"
